Pregatire;Mate;;Istorie;Pregatire
Pregatire;Mate;Romana;Mate;Pregatire
Pregatire;Info;Info;Mate;Pregatire
Pregatire;Fizica;Mate;Romana;Pregatire
Pregatire;Fizica;Romana;Romana;Pregatire
Chimie;Biologie;Romana;Sport;Mate
Mate;Engleza;;Turca;
